コード,銘柄名,市場・商品区分
2043,ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、ネットリターン）ＥＴＮ,ETF・ETN
2044,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,ETF・ETN
2045,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ　シンガポール　リート（ネットリターン）　ＥＴＮ,ETF・ETN
2046,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ,ETF・ETN
2047,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ベア　ＥＴＮ,ETF・ETN
2048,ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ,ETF・ETN
2050,ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（ネットリターン）ＥＴＮ,ETF・ETN
2053,中部飼料,市場第一部（内国株）
2055,日和産業,市場第二部（内国株）
2060,フィード・ワン,市場第一部（内国株）
2065,ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ,ETF・ETN
2066,ＮＥＸＴ　ＮＯＴＥＳ　東証ＲＥＩＴ（ドルヘッジ、ネットリターン）ＥＴＮ,ETF・ETN
2067,ＮＥＸＴ　ＮＯＴＥＳ　野村ＡＩビジネス７０（ネットリターン）ＥＴＮ,ETF・ETN
2068,ＮＥＸＴ　ＮＯＴＥＳ　高ベータ３０（ネットリターン）ＥＴＮ,ETF・ETN
2069,ＮＥＸＴ　ＮＯＴＥＳ　低ベータ５０（ネットリターン）ＥＴＮ,ETF・ETN
2070,スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ,ETF・ETN
2071,スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ,ETF・ETN
2072,トップシェアインデックス（ネットリターン）ＥＴＮ,ETF・ETN
2107,東洋精糖,市場第一部（内国株）
2108,日本甜菜製糖,市場第一部（内国株）
2109,三井製糖,市場第一部（内国株）
2112,塩水港精糖,市場第一部（内国株）
2114,フジ日本精糖,市場第二部（内国株）
2117,日新製糖,市場第一部（内国株）
2120,ＬＩＦＵＬＬ,市場第一部（内国株）
2121,ミクシィ,市場第一部（内国株）
2122,インタースペース,マザーズ（内国株）
2124,ジェイエイシーリクルートメント,市場第一部（内国株）
2127,日本Ｍ＆Ａセンター,市場第一部（内国株）
2130,メンバーズ,市場第一部（内国株）
2134,燦キャピタルマネージメント,JASDAQ(スタンダード・内国株）
2136,ヒップ,JASDAQ(スタンダード・内国株）
2138,クルーズ,JASDAQ(スタンダード・内国株）
2139,中広,市場第一部（内国株）
2146,ＵＴグループ,市場第一部（内国株）
2148,アイティメディア,市場第一部（内国株）
2150,ケアネット,マザーズ（内国株）
2151,タケエイ,市場第一部（内国株）
2152,幼児活動研究会,JASDAQ(スタンダード・内国株）
2153,Ｅ・Ｊホールディングス,市場第一部（内国株）
2154,ビーネックスグループ,市場第一部（内国株）
2156,セーラー広告,JASDAQ(スタンダード・内国株）
2157,コシダカホールディングス,市場第一部（内国株）
2158,ＦＲＯＮＴＥＯ,マザーズ（内国株）
2159,フルスピード,市場第二部（内国株）
2160,ジーエヌアイグループ,マザーズ（内国株）
2162,ｎｍｓ　ホールディングス,JASDAQ(スタンダード・内国株）
2163,アルトナー,市場第一部（内国株）
2164,地域新聞社,JASDAQ(グロース・内国株）
2168,パソナグループ,市場第一部（内国株）
2169,ＣＤＳ,市場第一部（内国株）
2170,リンクアンドモチベーション,市場第一部（内国株）
2173,博展,JASDAQ(グロース・内国株）
2174,ＧＣＡ,市場第一部（内国株）
2175,エス・エム・エス,市場第一部（内国株）
2176,イナリサーチ,JASDAQ(スタンダード・内国株）
2178,トライステージ,マザーズ（内国株）
2179,成学社,JASDAQ(スタンダード・内国株）
2180,サニーサイドアップグループ,市場第一部（内国株）
2181,パーソルホールディングス,市場第一部（内国株）
2183,リニカル,市場第一部（内国株）
2185,シイエム・シイ,JASDAQ(スタンダード・内国株）
2186,ソーバル,JASDAQ(スタンダード・内国株）
2191,テラ,JASDAQ(スタンダード・内国株）
2193,クックパッド,市場第一部（内国株）
2195,アミタホールディングス,JASDAQ(グロース・内国株）
2196,エスクリ,市場第一部（内国株）
2198,アイ・ケイ・ケイ,市場第一部（内国株）
2201,森永製菓,市場第一部（内国株）
2204,中村屋,市場第一部（内国株）
2206,江崎グリコ,市場第一部（内国株）
2207,名糖産業,市場第一部（内国株）
2208,ブルボン,市場第二部（内国株）
2209,井村屋グループ,市場第一部（内国株）
2211,不二家,市場第一部（内国株）
2212,山崎製パン,市場第一部（内国株）
2215,第一屋製パン,市場第一部（内国株）
2216,カンロ,市場第二部（内国株）
2217,モロゾフ,市場第一部（内国株）
2220,亀田製菓,市場第一部（内国株）
2221,岩塚製菓,JASDAQ(スタンダード・内国株）
2222,寿スピリッツ,市場第一部（内国株）
2224,コモ,JASDAQ(スタンダード・内国株）
2226,湖池屋,JASDAQ(スタンダード・内国株）
2229,カルビー,市場第一部（内国株）
2264,森永乳業,市場第一部（内国株）
2266,六甲バター,市場第一部（内国株）
2267,ヤクルト本社,市場第一部（内国株）
2268,Ｂ−Ｒ　サーティワン　アイスクリーム,JASDAQ(スタンダード・内国株）
2269,明治ホールディングス,市場第一部（内国株）
2270,雪印メグミルク,市場第一部（内国株）
2281,プリマハム,市場第一部（内国株）
2282,日本ハム,市場第一部（内国株）
2286,林兼産業,市場第一部（内国株）
2288,丸大食品,市場第一部（内国株）
2291,福留ハム,市場第二部（内国株）
2292,Ｓ　Ｆｏｏｄｓ,市場第一部（内国株）
2293,滝沢ハム,JASDAQ(スタンダード・内国株）
2294,柿安本店,市場第一部（内国株）
2296,伊藤ハム米久ホールディングス,市場第一部（内国株）
2300,きょくとう,JASDAQ(スタンダード・内国株）
2301,学情,市場第一部（内国株）
2303,ドーン,JASDAQ(スタンダード・内国株）
2304,ＣＳＳホールディングス,JASDAQ(スタンダード・内国株）
2305,スタジオアリス,市場第一部（内国株）
2307,クロスキャット,市場第一部（内国株）
2309,シミックホールディングス,市場第一部（内国株）
2311,エプコ,市場第一部（内国株）
2315,ＣＡＩＣＡ,JASDAQ(スタンダード・内国株）
2317,システナ,市場第一部（内国株）
2321,ソフトフロントホールディングス,JASDAQ(グロース・内国株）
2323,ｆｏｎｆｕｎ,JASDAQ(スタンダード・内国株）
2325,ＮＪＳ,市場第一部（内国株）
2326,デジタルアーツ,市場第一部（内国株）
2327,日鉄ソリューションズ,市場第一部（内国株）
2329,東北新社,JASDAQ(スタンダード・内国株）
2330,フォーサイド,JASDAQ(スタンダード・内国株）
2331,綜合警備保障,市場第一部（内国株）
2332,クエスト,JASDAQ(スタンダード・内国株）
2334,イオレ,マザーズ（内国株）
2335,キューブシステム,市場第一部（内国株）
2337,いちご,市場第一部（内国株）
2338,ビットワングループ,市場第二部（内国株）
2340,極楽湯ホールディングス,JASDAQ(スタンダード・内国株）
2341,アルバイトタイムス,JASDAQ(スタンダード・内国株）
2342,トランスジェニック,マザーズ（内国株）
2344,平安レイサービス,JASDAQ(スタンダード・内国株）
2345,クシム,市場第二部（内国株）
2349,エヌアイデイ,JASDAQ(スタンダード・内国株）
2351,ＡＳＪ,マザーズ（内国株）
2352,エイジア,市場第一部（内国株）
2353,日本駐車場開発,市場第一部（内国株）
2354,ＹＥ　ＤＩＧＩＴＡＬ,市場第二部（内国株）
2359,コア,市場第一部（内国株）
2362,夢真ホールディングス,JASDAQ(スタンダード・内国株）
2370,メディネット,マザーズ（内国株）
2371,カカクコム,市場第一部（内国株）
2372,アイロムグループ,市場第一部（内国株）
2373,ケア２１,JASDAQ(スタンダード・内国株）
2374,セントケア・ホールディング,市場第一部（内国株）
2375,ギグワークス,市場第二部（内国株）
2376,サイネックス,市場第一部（内国株）
2378,ルネサンス,市場第一部（内国株）
2379,ディップ,市場第一部（内国株）
2384,ＳＢＳホールディングス,市場第一部（内国株）
2385,総医研ホールディングス,マザーズ（内国株）
2388,ウェッジホールディングス,JASDAQ(グロース・内国株）
2389,デジタルホールディングス,市場第一部（内国株）
2391,プラネット,JASDAQ(スタンダード・内国株）
2393,日本ケアサプライ,市場第二部（内国株）
2395,新日本科学,市場第一部（内国株）
2397,ＤＮＡチップ研究所,市場第二部（内国株）
2398,ツクイホールディングス,市場第一部（内国株）
2402,アマナ,マザーズ（内国株）
2404,鉄人化計画,市場第二部（内国株）
2406,アルテ　サロン　ホールディングス,JASDAQ(スタンダード・内国株）
2408,ＫＧ情報,JASDAQ(スタンダード・内国株）
2410,キャリアデザインセンター,市場第一部（内国株）
2411,ゲンダイエージェンシー,JASDAQ(スタンダード・内国株）
2412,ベネフィット・ワン,市場第一部（内国株）
2413,エムスリー,市場第一部（内国株）
2415,ヒューマンホールディングス,JASDAQ(スタンダード・内国株）
2418,ツカダ・グローバルホールディング,市場第一部（内国株）
2424,ブラス,市場第一部（内国株）
2425,ケアサービス,JASDAQ(グロース・内国株）
2427,アウトソーシング,市場第一部（内国株）
2428,ウェルネット,市場第一部（内国株）
2429,ワールドホールディングス,市場第一部（内国株）
2432,ディー・エヌ・エー,市場第一部（内国株）
2433,博報堂ＤＹホールディングス,市場第一部（内国株）
2435,シダー,JASDAQ(スタンダード・内国株）
2436,共同ピーアール,JASDAQ(スタンダード・内国株）
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,JASDAQ(スタンダード・内国株）
2438,アスカネット,マザーズ（内国株）
2440,ぐるなび,市場第一部（内国株）
2445,タカミヤ,市場第一部（内国株）
2449,プラップジャパン,JASDAQ(スタンダード・内国株）
2453,ジャパンベストレスキューシステム,市場第一部（内国株）
2454,オールアバウト,JASDAQ(スタンダード・内国株）
2459,アウンコンサルティング,市場第二部（内国株）
2461,ファンコミュニケーションズ,市場第一部（内国株）
2462,ライク,市場第一部（内国株）
2464,ビジネス・ブレークスルー,市場第一部（内国株）
2468,フュートレック,市場第二部（内国株）
2469,ヒビノ,JASDAQ(スタンダード・内国株）
2471,エスプール,市場第一部（内国株）
2475,ＷＤＢホールディングス,市場第一部（内国株）
2477,手間いらず,市場第一部（内国株）
2479,ジェイテック,JASDAQ(グロース・内国株）
2480,システム・ロケーション,JASDAQ(スタンダード・内国株）
2481,タウンニュース社,JASDAQ(スタンダード・内国株）
2483,翻訳センター,JASDAQ(スタンダード・内国株）
2484,出前館,JASDAQ(スタンダード・内国株）
2485,ティア,市場第一部（内国株）
2487,ＣＤＧ,市場第一部（内国株）
2488,日本サード・パーティ,JASDAQ(スタンダード・内国株）
2489,アドウェイズ,市場第一部（内国株）
2491,バリューコマース,市場第一部（内国株）
2492,インフォマート,市場第一部（内国株）
2493,イーサポートリンク,JASDAQ(スタンダード・内国株）
2497,ユナイテッド,マザーズ（内国株）
2498,オリエンタルコンサルタンツホールディングス,JASDAQ(スタンダード・内国株）
2499,日本和装ホールディングス,市場第二部（内国株）
2501,サッポロホールディングス,市場第一部（内国株）
2502,アサヒグループホールディングス,市場第一部（内国株）
2503,キリンホールディングス,市場第一部（内国株）
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ−ＢＰＩ総合連動型上場投信,ETF・ETN
2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ETF・ETN
2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ−ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ETF・ETN
2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ−ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ETF・ETN
2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN
2516,東証マザーズＥＴＦ,ETF・ETN
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF・ETN
2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ETF・ETN
2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ETF・ETN
2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN
2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF・ETN
2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ETF・ETN
2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ETF・ETN
2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ETF・ETN
2525,ＮＺＡＭ　上場投信　日経２２５,ETF・ETN
2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ETF・ETN
2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN
2528,ダイワ上場投信−東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN
2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ETF・ETN
2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,ETF・ETN
2531,宝ホールディングス,市場第一部（内国株）
2533,オエノンホールディングス,市場第一部（内国株）
2540,養命酒製造,市場第一部（内国株）
2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,ETF・ETN
2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,ETF・ETN
2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・バークレイズ米国投資適格社債（１−１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN
