コード,銘柄名,市場・商品区分
4628,エスケー化研,JASDAQ(スタンダード・内国株）
4629,大伸化学,JASDAQ(スタンダード・内国株）
4631,ＤＩＣ,市場第一部（内国株）
4633,サカタインクス,市場第一部（内国株）
4634,東洋インキＳＣホールディングス,市場第一部（内国株）
4635,東京インキ,市場第二部（内国株）
4636,Ｔ＆Ｋ　ＴＯＫＡ,市場第一部（内国株）
4640,アンドール,JASDAQ(スタンダード・内国株）
4641,アルプス技研,市場第一部（内国株）
4642,オリジナル設計,市場第二部（内国株）
4644,イマジニア,JASDAQ(スタンダード・内国株）
4645,市進ホールディングス,JASDAQ(スタンダード・内国株）
4650,ＳＤエンターテイメント,JASDAQ(スタンダード・内国株）
4651,サニックス,市場第一部（内国株）
4653,ダイオーズ,市場第一部（内国株）
4657,環境管理センター,JASDAQ(スタンダード・内国株）
4658,日本空調サービス,市場第一部（内国株）
4659,エイジス,JASDAQ(スタンダード・内国株）
4661,オリエンタルランド,市場第一部（内国株）
4662,フォーカスシステムズ,市場第一部（内国株）
4664,アール・エス・シー,JASDAQ(スタンダード・内国株）
4665,ダスキン,市場第一部（内国株）
4666,パーク２４,市場第一部（内国株）
4667,アイサンテクノロジー,JASDAQ(スタンダード・内国株）
4668,明光ネットワークジャパン,市場第一部（内国株）
4669,ニッパンレンタル,JASDAQ(スタンダード・内国株）
4671,ファルコホールディングス,市場第一部（内国株）
4673,川崎地質,JASDAQ(スタンダード・内国株）
4674,クレスコ,市場第一部（内国株）
4676,フジ・メディア・ホールディングス,市場第一部（内国株）
4678,秀英予備校,市場第一部（内国株）
4679,田谷,市場第一部（内国株）
4680,ラウンドワン,市場第一部（内国株）
4681,リゾートトラスト,市場第一部（内国株）
4684,オービック,市場第一部（内国株）
4685,菱友システムズ,JASDAQ(スタンダード・内国株）
4686,ジャストシステム,市場第一部（内国株）
4687,ＴＤＣソフト,市場第一部（内国株）
4689,Ｚホールディングス,市場第一部（内国株）
4690,日本パレットプール,JASDAQ(スタンダード・内国株）
4691,ワシントンホテル,市場第二部（内国株）
4694,ビー・エム・エル,市場第一部（内国株）
4696,ワタベウェディング,市場第一部（内国株）
4699,ウチダエスコ,JASDAQ(スタンダード・内国株）
4704,トレンドマイクロ,市場第一部（内国株）
4705,クリップコーポレーション,JASDAQ(スタンダード・内国株）
4707,キタック,JASDAQ(スタンダード・内国株）
4708,りらいあコミュニケーションズ,市場第一部（内国株）
4709,ＩＤホールディングス,市場第一部（内国株）
4712,ＫｅｙＨｏｌｄｅｒ,JASDAQ(スタンダード・内国株）
4714,リソー教育,市場第一部（内国株）
4716,日本オラクル,市場第一部（内国株）
4718,早稲田アカデミー,市場第一部（内国株）
4719,アルファシステムズ,市場第一部（内国株）
4720,城南進学研究社,JASDAQ(スタンダード・内国株）
4722,フューチャー,市場第一部（内国株）
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,市場第一部（内国株）
4726,ＳＢテクノロジー,市場第一部（内国株）
4728,トーセ,市場第一部（内国株）
4732,ユー・エス・エス,市場第一部（内国株）
4733,オービックビジネスコンサルタント,市場第一部（内国株）
4734,ビーイング,JASDAQ(スタンダード・内国株）
4735,京進,市場第二部（内国株）
4736,日本ラッド,JASDAQ(スタンダード・内国株）
4739,伊藤忠テクノソリューションズ,市場第一部（内国株）
4743,アイティフォー,市場第一部（内国株）
4745,東京個別指導学院,市場第一部（内国株）
4746,東計電算,市場第一部（内国株）
4748,構造計画研究所,JASDAQ(スタンダード・内国株）
4750,ダイサン,市場第二部（内国株）
4751,サイバーエージェント,市場第一部（内国株）
4752,昭和システムエンジニアリング,JASDAQ(スタンダード・内国株）
4754,トスネット,JASDAQ(スタンダード・内国株）
4755,楽天,市場第一部（内国株）
4760,アルファ,JASDAQ(スタンダード・内国株）
4761,さくらケーシーエス,市場第二部（内国株）
4762,エックスネット,市場第一部（内国株）
4763,クリーク・アンド・リバー社,市場第一部（内国株）
4764,Ｎｅｘｕｓ　Ｂａｎｋ,JASDAQ(グロース・内国株）
4765,モーニングスター,市場第一部（内国株）
4766,ピーエイ,市場第二部（内国株）
4767,テー・オー・ダブリュー,市場第一部（内国株）
4768,大塚商会,市場第一部（内国株）
4769,インフォメーションクリエーティブ,JASDAQ(スタンダード・内国株）
4770,図研エルミック,市場第二部（内国株）
4771,エフアンドエム,JASDAQ(スタンダード・内国株）
4772,ストリームメディアコーポレーション,JASDAQ(グロース・内国株）
4776,サイボウズ,市場第一部（内国株）
4777,ガーラ,JASDAQ(スタンダード・内国株）
4781,日本ハウズイング,市場第二部（内国株）
4783,日本コンピュータ・ダイナミクス,JASDAQ(スタンダード・内国株）
4784,ＧＭＯアドパートナーズ,JASDAQ(スタンダード・内国株）
4792,山田コンサルティンググループ,市場第一部（内国株）
4800,オリコン,JASDAQ(スタンダード・内国株）
4801,セントラルスポーツ,市場第一部（内国株）
4809,パラカ,市場第一部（内国株）
4812,電通国際情報サービス,市場第一部（内国株）
4813,ＡＣＣＥＳＳ,市場第一部（内国株）
4814,ネクストウェア,JASDAQ(スタンダード・内国株）
4816,東映アニメーション,JASDAQ(スタンダード・内国株）
4819,デジタルガレージ,市場第一部（内国株）
4820,イーエムシステムズ,市場第一部（内国株）
4824,メディアシーク,マザーズ（内国株）
4825,ウェザーニューズ,市場第一部（内国株）
4826,ＣＩＪ,市場第一部（内国株）
4828,ビジネスエンジニアリング,市場第一部（内国株）
4829,日本エンタープライズ,市場第一部（内国株）
4832,ＪＦＥシステムズ,市場第二部（内国株）
4833,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,JASDAQ(グロース・内国株）
4837,シダックス,JASDAQ(スタンダード・内国株）
4838,スペースシャワーネットワーク,JASDAQ(スタンダード・内国株）
4839,ＷＯＷＯＷ,市場第一部（内国株）
4840,トライアイズ,JASDAQ(グロース・内国株）
4845,スカラ,市場第一部（内国株）
4847,インテリジェント　ウェイブ,市場第一部（内国株）
4848,フルキャストホールディングス,市場第一部（内国株）
4849,エン・ジャパン,市場第一部（内国株）
4880,セルソース,マザーズ（内国株）
4881,ファンペップ,マザーズ（内国株）
4883,モダリス,マザーズ（内国株）
4884,クリングルファーマ,マザーズ（内国株）
4901,富士フイルムホールディングス,市場第一部（内国株）
4902,コニカミノルタ,市場第一部（内国株）
4911,資生堂,市場第一部（内国株）
4912,ライオン,市場第一部（内国株）
4914,高砂香料工業,市場第一部（内国株）
4917,マンダム,市場第一部（内国株）
4918,アイビー化粧品,JASDAQ(スタンダード・内国株）
4919,ミルボン,市場第一部（内国株）
4920,日本色材工業研究所,JASDAQ(スタンダード・内国株）
4921,ファンケル,市場第一部（内国株）
4922,コーセー,市場第一部（内国株）
4923,コタ,市場第一部（内国株）
4925,ハーバー研究所,JASDAQ(スタンダード・内国株）
4926,シーボン,市場第一部（内国株）
4927,ポーラ・オルビスホールディングス,市場第一部（内国株）
4928,ノエビアホールディングス,市場第一部（内国株）
4929,アジュバンコスメジャパン,市場第一部（内国株）
4930,グラフィコ,JASDAQ(スタンダード・内国株）
4931,新日本製薬,市場第一部（内国株）
4933,Ｉ−ｎｅ,マザーズ（内国株）
4934,プレミアアンチエイジング,マザーズ（内国株）
4935,リベルタ,JASDAQ(スタンダード・内国株）
4951,エステー,市場第一部（内国株）
4952,エス・ディー・エス　バイオテック,市場第二部（内国株）
4955,アグロ　カネショウ,市場第一部（内国株）
4956,コニシ,市場第一部（内国株）
4957,ヤスハラケミカル,市場第二部（内国株）
4958,長谷川香料,市場第一部（内国株）
4960,ケミプロ化成,市場第二部（内国株）
4962,互応化学工業,市場第二部（内国株）
4963,星光ＰＭＣ,市場第一部（内国株）
4966,上村工業,市場第二部（内国株）
4967,小林製薬,市場第一部（内国株）
4968,荒川化学工業,市場第一部（内国株）
4970,東洋合成工業,JASDAQ(スタンダード・内国株）
4971,メック,市場第一部（内国株）
4972,綜研化学,JASDAQ(スタンダード・内国株）
4973,日本高純度化学,市場第一部（内国株）
4974,タカラバイオ,市場第一部（内国株）
4975,ＪＣＵ,市場第一部（内国株）
4976,東洋ドライルーブ,JASDAQ(スタンダード・内国株）
4977,新田ゼラチン,市場第一部（内国株）
4978,リプロセル,JASDAQ(グロース・内国株）
4979,ＯＡＴアグリオ,市場第一部（内国株）
4980,デクセリアルズ,市場第一部（内国株）
4985,アース製薬,市場第一部（内国株）
4987,寺岡製作所,市場第二部（内国株）
4990,昭和化学工業,市場第二部（内国株）
4992,北興化学工業,市場第一部（内国株）
4994,大成ラミック,市場第一部（内国株）
4996,クミアイ化学工業,市場第一部（内国株）
4997,日本農薬,市場第一部（内国株）
4998,フマキラー,市場第二部（内国株）
4999,セメダイン,市場第二部（内国株）
5008,東亜石油,市場第二部（内国株）
5009,富士興産,市場第一部（内国株）
5010,日本精蝋,市場第二部（内国株）
5011,ニチレキ,市場第一部（内国株）
5013,ユシロ化学工業,市場第一部（内国株）
5015,ビーピー・カストロール,市場第一部（内国株）
5017,富士石油,市場第一部（内国株）
5018,ＭＯＲＥＳＣＯ,市場第一部（内国株）
5019,出光興産,市場第一部（内国株）
5020,ＥＮＥＯＳホールディングス,市場第一部（内国株）
5021,コスモエネルギーホールディングス,市場第一部（内国株）
5070,ドラフト,マザーズ（内国株）
5071,ヴィス,マザーズ（内国株）
5101,横浜ゴム,市場第一部（内国株）
5103,昭和ホールディングス,市場第二部（内国株）
5104,日東化工,市場第二部（内国株）
5105,ＴＯＹＯ　ＴＩＲＥ,市場第一部（内国株）
5108,ブリヂストン,市場第一部（内国株）
5110,住友ゴム工業,市場第一部（内国株）
5121,藤倉コンポジット,市場第一部（内国株）
5122,オカモト,市場第一部（内国株）
5142,アキレス,市場第一部（内国株）
5161,西川ゴム工業,市場第二部（内国株）
5162,朝日ラバー,JASDAQ(スタンダード・内国株）
5184,ニチリン,市場第二部（内国株）
5185,フコク,市場第一部（内国株）
5186,ニッタ,市場第一部（内国株）
5187,クリエートメディック,市場第一部（内国株）
5189,櫻護謨,市場第二部（内国株）
5191,住友理工,市場第一部（内国株）
5192,三ツ星ベルト,市場第一部（内国株）
5194,相模ゴム工業,市場第二部（内国株）
5195,バンドー化学,市場第一部（内国株）
5199,不二ラテックス,JASDAQ(スタンダード・内国株）
5201,ＡＧＣ,市場第一部（内国株）
5202,日本板硝子,市場第一部（内国株）
5204,石塚硝子,市場第一部（内国株）
5208,有沢製作所,市場第一部（内国株）
5210,日本山村硝子,市場第一部（内国株）
5212,不二硝子,JASDAQ(スタンダード・内国株）
5214,日本電気硝子,市場第一部（内国株）
5216,倉元製作所,JASDAQ(スタンダード・内国株）
5217,テクノクオーツ,JASDAQ(スタンダード・内国株）
5218,オハラ,市場第一部（内国株）
5232,住友大阪セメント,市場第一部（内国株）
5233,太平洋セメント,市場第一部（内国株）
5237,ノザワ,市場第二部（内国株）
5261,リソルホールディングス,市場第一部（内国株）
5262,日本ヒューム,市場第一部（内国株）
5268,旭コンクリート工業,市場第二部（内国株）
5269,日本コンクリート工業,市場第一部（内国株）
5271,トーヨーアサノ,市場第二部（内国株）
5273,三谷セキサン,市場第一部（内国株）
5277,スパンクリートコーポレーション,JASDAQ(スタンダード・内国株）
5279,日本興業,JASDAQ(スタンダード・内国株）
5280,ヨシコン,JASDAQ(スタンダード・内国株）
5282,ジオスター,市場第二部（内国株）
5283,高見澤,JASDAQ(スタンダード・内国株）
5284,ヤマウ,JASDAQ(スタンダード・内国株）
5285,ヤマックス,JASDAQ(スタンダード・内国株）
5287,イトーヨーギョー,市場第二部（内国株）
5288,アジアパイルホールディングス,市場第一部（内国株）
5290,ベルテクスコーポレーション,市場第二部（内国株）
5301,東海カーボン,市場第一部（内国株）
5302,日本カーボン,市場第一部（内国株）
5304,ＳＥＣカーボン,市場第二部（内国株）
5310,東洋炭素,市場第一部（内国株）
5331,ノリタケカンパニーリミテド,市場第一部（内国株）
5332,ＴＯＴＯ,市場第一部（内国株）
5333,日本碍子,市場第一部（内国株）
5334,日本特殊陶業,市場第一部（内国株）
5337,ダントーホールディングス,市場第一部（内国株）
5341,アサヒ衛陶,市場第二部（内国株）
5344,ＭＡＲＵＷＡ,市場第一部（内国株）
5351,品川リフラクトリーズ,市場第一部（内国株）
5352,黒崎播磨,市場第一部（内国株）
5355,日本坩堝,市場第二部（内国株）
5357,ヨータイ,市場第一部（内国株）
5358,イソライト工業,市場第一部（内国株）
5363,東京窯業,市場第一部（内国株）
5367,ニッカトー,市場第一部（内国株）
5368,日本インシュレーション,市場第二部（内国株）
5380,新東,JASDAQ(スタンダード・内国株）
5381,Ｍｉｐｏｘ,JASDAQ(スタンダード・内国株）
5384,フジミインコーポレーテッド,市場第一部（内国株）
5386,鶴弥,市場第二部（内国株）
5387,チヨダウーテ,JASDAQ(スタンダード・内国株）
5388,クニミネ工業,市場第一部（内国株）
5391,エーアンドエーマテリアル,市場第一部（内国株）
5393,ニチアス,市場第一部（内国株）
5395,理研コランダム,市場第二部（内国株）
5401,日本製鉄,市場第一部（内国株）
5406,神戸製鋼所,市場第一部（内国株）
5408,中山製鋼所,市場第一部（内国株）
5410,合同製鐵,市場第一部（内国株）
5411,ジェイ　エフ　イー　ホールディングス,市場第一部（内国株）
5423,東京製鐵,市場第一部（内国株）
5440,共英製鋼,市場第一部（内国株）
5444,大和工業,市場第一部（内国株）
5445,東京鐵鋼,市場第一部（内国株）
5446,北越メタル,市場第二部（内国株）
5449,大阪製鐵,市場第一部（内国株）
5451,淀川製鋼所,市場第一部（内国株）
5458,高砂鐵工,市場第二部（内国株）
5463,丸一鋼管,市場第一部（内国株）
5464,モリ工業,市場第一部（内国株）
5471,大同特殊鋼,市場第一部（内国株）
5476,日本高周波鋼業,市場第一部（内国株）
5480,日本冶金工業,市場第一部（内国株）
5481,山陽特殊製鋼,市場第一部（内国株）
5482,愛知製鋼,市場第一部（内国株）
5484,東北特殊鋼,JASDAQ(スタンダード・内国株）
5486,日立金属,市場第一部（内国株）
5491,日本金属,市場第一部（内国株）
5541,大平洋金属,市場第一部（内国株）
5542,新報国製鉄,JASDAQ(スタンダード・内国株）
5563,新日本電工,市場第一部（内国株）
5602,栗本鐵工所,市場第一部（内国株）
5603,虹技,市場第一部（内国株）
5609,日本鋳造,市場第二部（内国株）
5610,大和重工,市場第二部（内国株）
5612,日本鋳鉄管,市場第一部（内国株）
5614,川金ホールディングス,市場第二部（内国株）
5631,日本製鋼所,市場第一部（内国株）
5632,三菱製鋼,市場第一部（内国株）
5644,メタルアート,市場第二部（内国株）
5658,日亜鋼業,市場第一部（内国株）
5659,日本精線,市場第一部（内国株）
5660,神鋼鋼線工業,市場第二部（内国株）
5690,リバーホールディングス,市場第二部（内国株）
5695,パウダーテック,JASDAQ(スタンダード・内国株）
5697,サンユウ,市場第二部（内国株）
5698,エンビプロ・ホールディングス,市場第一部（内国株）
5699,イボキン,JASDAQ(スタンダード・内国株）
5702,大紀アルミニウム工業所,市場第一部（内国株）
5703,日本軽金属ホールディングス,市場第一部（内国株）
5704,ＪＭＣ,マザーズ（内国株）
5706,三井金属鉱業,市場第一部（内国株）
5707,東邦亜鉛,市場第一部（内国株）
5711,三菱マテリアル,市場第一部（内国株）
5713,住友金属鉱山,市場第一部（内国株）
5714,ＤＯＷＡホールディングス,市場第一部（内国株）
5715,古河機械金属,市場第一部（内国株）
5721,エス・サイエンス,市場第一部（内国株）
5724,アサカ理研,JASDAQ(スタンダード・内国株）
5726,大阪チタニウムテクノロジーズ,市場第一部（内国株）
5727,東邦チタニウム,市場第一部（内国株）
5729,日本精鉱,市場第二部（内国株）
5741,ＵＡＣＪ,市場第一部（内国株）
5742,エヌアイシ・オートテック,JASDAQ(スタンダード・内国株）
5753,日本伸銅,市場第二部（内国株）
5757,ＣＫサンエツ,市場第一部（内国株）
5781,東邦金属,市場第二部（内国株）
5801,古河電気工業,市場第一部（内国株）
5802,住友電気工業,市場第一部（内国株）
5803,フジクラ,市場第一部（内国株）
5805,昭和電線ホールディングス,市場第一部（内国株）
5807,東京特殊電線,市場第一部（内国株）
5809,タツタ電線,市場第一部（内国株）
5816,オーナンバ,市場第二部（内国株）
5817,ＪＭＡＣＳ,市場第二部（内国株）
5819,カナレ電気,市場第一部（内国株）
5820,三ッ星,JASDAQ(スタンダード・内国株）
5821,平河ヒューテック,市場第一部（内国株）
5851,リョービ,市場第一部（内国株）
5852,アーレスティ,市場第一部（内国株）
5856,エルアイイーエイチ,市場第二部（内国株）
5857,アサヒホールディングス,市場第一部（内国株）
5900,ダイケン,JASDAQ(スタンダード・内国株）
5901,東洋製罐グループホールディングス,市場第一部（内国株）
5902,ホッカンホールディングス,市場第一部（内国株）
5903,シンポ,JASDAQ(スタンダード・内国株）
5905,日本製罐,市場第二部（内国株）
5906,エムケー精工,JASDAQ(スタンダード・内国株）
5907,ＪＦＥコンテイナー,市場第二部（内国株）
5909,コロナ,市場第一部（内国株）
5911,横河ブリッジホールディングス,市場第一部（内国株）
5912,ＯＳＪＢホールディングス,市場第一部（内国株）
5915,駒井ハルテック,市場第一部（内国株）
5918,瀧上工業,市場第二部（内国株）
5921,川岸工業,市場第二部（内国株）
5922,那須電機鉄工,市場第二部（内国株）
5923,高田機工,市場第一部（内国株）
5928,アルメタックス,市場第二部（内国株）
5929,三和ホールディングス,市場第一部（内国株）
5930,文化シヤッター,市場第一部（内国株）
5932,三協立山,市場第一部（内国株）
5933,アルインコ,市場第一部（内国株）
5935,元旦ビューティ工業,JASDAQ(スタンダード・内国株）
5936,東洋シヤッター,市場第一部（内国株）
5938,ＬＩＸＩＬ,市場第一部（内国株）
5939,大谷工業,JASDAQ(スタンダード・内国株）
5940,不二サッシ,市場第二部（内国株）
5941,中西製作所,市場第二部（内国株）
5942,日本フイルコン,市場第一部（内国株）
5943,ノーリツ,市場第一部（内国株）
5945,天龍製鋸,JASDAQ(スタンダード・内国株）
5946,長府製作所,市場第一部（内国株）
5947,リンナイ,市場第一部（内国株）
5949,ユニプレス,市場第一部（内国株）
5950,日本パワーファスニング,市場第二部（内国株）
5951,ダイニチ工業,市場第一部（内国株）
5952,アマテイ,市場第二部（内国株）
5955,ヤマシナ,市場第二部（内国株）
5956,トーソー,市場第二部（内国株）
5957,日東精工,市場第一部（内国株）
5958,三洋工業,市場第一部（内国株）
5959,岡部,市場第一部（内国株）
5962,浅香工業,市場第二部（内国株）
5964,東洋刃物,市場第二部（内国株）
5965,フジマック,市場第二部（内国株）
5966,京都機械工具,市場第二部（内国株）
5967,ＴＯＮＥ,市場第二部（内国株）
5969,ロブテックス,市場第二部（内国株）
5970,ジーテクト,市場第一部（内国株）
5971,共和工業所,JASDAQ(スタンダード・内国株）
5973,トーアミ,市場第二部（内国株）
5974,中国工業,市場第二部（内国株）
5975,東プレ,市場第一部（内国株）
5976,高周波熱錬,市場第一部（内国株）
5981,東京製綱,市場第一部（内国株）
5982,マルゼン,市場第二部（内国株）
5983,イワブチ,JASDAQ(スタンダード・内国株）
5984,兼房,市場第二部（内国株）
5985,サンコール,市場第一部（内国株）
5986,モリテック　スチール,市場第一部（内国株）
5987,オーネックス,JASDAQ(スタンダード・内国株）
5988,パイオラックス,市場第一部（内国株）
5989,エイチワン,市場第一部（内国株）
5990,スーパーツール,JASDAQ(スタンダード・内国株）
5991,日本発條,市場第一部（内国株）
5992,中央発條,市場第一部（内国株）
5994,ファインシンター,市場第二部（内国株）
5997,協立エアテック,JASDAQ(スタンダード・内国株）
5998,アドバネクス,市場第一部（内国株）
5999,イハラサイエンス,JASDAQ(スタンダード・内国株）
6005,三浦工業,市場第一部（内国株）
6013,タクマ,市場第一部（内国株）
6016,ジャパンエンジンコーポレーション,市場第二部（内国株）
6018,阪神内燃機工業,市場第二部（内国株）
6022,赤阪鐵工所,市場第二部（内国株）
6023,ダイハツディーゼル,市場第二部（内国株）
6026,ＧＭＯ　ＴＥＣＨ,マザーズ（内国株）
6027,弁護士ドットコム,マザーズ（内国株）
6028,テクノプロ・ホールディングス,市場第一部（内国株）
6029,アトラ,市場第一部（内国株）
6030,アドベンチャー,マザーズ（内国株）
6031,サイジニア,マザーズ（内国株）
6032,インターワークス,市場第一部（内国株）
6033,エクストリーム,マザーズ（内国株）
6034,ＭＲＴ,マザーズ（内国株）
6035,アイ・アールジャパンホールディングス,市場第一部（内国株）
6036,ＫｅｅＰｅｒ技研,市場第一部（内国株）
6037,ファーストロジック,市場第一部（内国株）
6038,イード,マザーズ（内国株）
6039,日本動物高度医療センター,マザーズ（内国株）
6040,日本スキー場開発,マザーズ（内国株）
6042,ニッキ,市場第二部（内国株）
6044,三機サービス,市場第一部（内国株）
6045,レントラックス,マザーズ（内国株）
6046,リンクバル,マザーズ（内国株）
6047,Ｇｕｎｏｓｙ,市場第一部（内国株）
6048,デザインワン・ジャパン,市場第一部（内国株）
6049,イトクロ,マザーズ（内国株）
6050,イー・ガーディアン,市場第一部（内国株）
6054,リブセンス,市場第一部（内国株）
6055,ジャパンマテリアル,市場第一部（内国株）
6058,ベクトル,市場第一部（内国株）
6059,ウチヤマホールディングス,市場第一部（内国株）
6060,こころネット,JASDAQ(スタンダード・内国株）
6061,ユニバーサル園芸社,JASDAQ(スタンダード・内国株）
6062,チャーム・ケア・コーポレーション,市場第一部（内国株）
6063,日本エマージェンシーアシスタンス,JASDAQ(スタンダード・内国株）
6064,アクトコール,マザーズ（内国株）
6067,インパクトホールディングス,マザーズ（内国株）
6069,トレンダーズ,マザーズ（内国株）
6070,キャリアリンク,市場第一部（内国株）
6071,ＩＢＪ,市場第一部（内国株）
6072,地盤ネットホールディングス,マザーズ（内国株）
6073,アサンテ,市場第一部（内国株）
6074,ジェイエスエス,JASDAQ(スタンダード・内国株）
6077,Ｎ・フィールド,市場第一部（内国株）
6078,バリューＨＲ,市場第一部（内国株）
6080,Ｍ＆Ａキャピタルパートナーズ,市場第一部（内国株）
6081,アライドアーキテクツ,マザーズ（内国株）
6082,ライドオンエクスプレスホールディングス,市場第一部（内国株）
6083,ＥＲＩホールディングス,市場第一部（内国株）
6085,アーキテクツ・スタジオ・ジャパン,マザーズ（内国株）
6086,シンメンテホールディングス,マザーズ（内国株）
6087,アビスト,市場第一部（内国株）
6088,シグマクシス,市場第一部（内国株）
6089,ウィルグループ,市場第一部（内国株）
6090,ヒューマン・メタボローム・テクノロジーズ,マザーズ（内国株）
6091,ウエスコホールディングス,市場第二部（内国株）
6092,エンバイオ・ホールディングス,マザーズ（内国株）
6093,エスクロー・エージェント・ジャパン,市場第一部（内国株）
6094,フリークアウト・ホールディングス,マザーズ（内国株）
6095,メドピア,市場第一部（内国株）
6096,レアジョブ,市場第一部（内国株）
6098,リクルートホールディングス,市場第一部（内国株）
6099,エラン,市場第一部（内国株）
6101,ツガミ,市場第一部（内国株）
6103,オークマ,市場第一部（内国株）
6104,芝浦機械,市場第一部（内国株）
6113,アマダ,市場第一部（内国株）
6118,アイダエンジニアリング,市場第一部（内国株）
6121,滝澤鉄工所,市場第一部（内国株）
6125,岡本工作機械製作所,市場第二部（内国株）
6131,浜井産業,市場第二部（内国株）
6134,ＦＵＪＩ,市場第一部（内国株）
6135,牧野フライス製作所,市場第一部（内国株）
6136,オーエスジー,市場第一部（内国株）
6137,小池酸素工業,市場第二部（内国株）
6138,ダイジェット工業,市場第一部（内国株）
6140,旭ダイヤモンド工業,市場第一部（内国株）
6141,ＤＭＧ森精機,市場第一部（内国株）
6143,ソディック,市場第一部（内国株）
6144,西部電機,市場第二部（内国株）
6145,ＮＩＴＴＯＫＵ,JASDAQ(スタンダード・内国株）
6146,ディスコ,市場第一部（内国株）
6147,ヤマザキ,JASDAQ(スタンダード・内国株）
6149,小田原エンジニアリング,JASDAQ(スタンダード・内国株）
6150,タケダ機械,JASDAQ(スタンダード・内国株）
6151,日東工器,市場第一部（内国株）
6155,高松機械工業,市場第二部（内国株）
6156,エーワン精密,JASDAQ(スタンダード・内国株）
6157,日進工具,市場第一部（内国株）
6158,和井田製作所,JASDAQ(スタンダード・内国株）
6159,ミクロン精密,JASDAQ(スタンダード・内国株）
6161,エスティック,市場第二部（内国株）
6164,太陽工機,JASDAQ(スタンダード・内国株）
6165,パンチ工業,市場第一部（内国株）
6166,中村超硬,マザーズ（内国株）
6167,冨士ダイス,市場第一部（内国株）
6171,土木管理総合試験所,市場第一部（内国株）
6172,メタップス,マザーズ（内国株）
6173,アクアライン,マザーズ（内国株）
6175,ネットマーケティング,市場第一部（内国株）
6176,ブランジスタ,マザーズ（内国株）
6177,ＡｐｐＢａｎｋ,マザーズ（内国株）
6178,日本郵政,市場第一部（内国株）
6180,ＧＭＯメディア,マザーズ（内国株）
6181,タメニー,マザーズ（内国株）
6182,ロゼッタ,マザーズ（内国株）
6183,ベルシステム２４ホールディングス,市場第一部（内国株）
6184,鎌倉新書,市場第一部（内国株）
6185,ＳＭＮ,市場第一部（内国株）
6186,一蔵,市場第一部（内国株）
6187,ＬＩＴＡＬＩＣＯ,市場第一部（内国株）
6188,富士ソフトサービスビューロ,市場第二部（内国株）
6189,グローバルキッズＣＯＭＰＡＮＹ,市場第一部（内国株）
6190,フェニックスバイオ,マザーズ（内国株）
6191,エアトリ,市場第一部（内国株）
6192,ハイアス・アンド・カンパニー,マザーズ（内国株）
6193,バーチャレクス・ホールディングス,マザーズ（内国株）
6194,アトラエ,市場第一部（内国株）
6195,ホープ,マザーズ（内国株）
6196,ストライク,市場第一部（内国株）
6197,ソラスト,市場第一部（内国株）
6198,キャリア,マザーズ（内国株）
6199,セラク,市場第一部（内国株）
6200,インソース,市場第一部（内国株）
6201,豊田自動織機,市場第一部（内国株）
6203,豊和工業,市場第一部（内国株）
6205,ＯＫＫ,市場第一部（内国株）
6208,石川製作所,市場第一部（内国株）
6210,東洋機械金属,市場第一部（内国株）
6217,津田駒工業,市場第一部（内国株）
6218,エンシュウ,市場第一部（内国株）
6222,島精機製作所,市場第一部（内国株）
6229,オーケーエム,市場第二部（内国株）
6230,ＳＡＮＥＩ,市場第二部（内国株）
6231,木村工機,市場第二部（内国株）
6232,自律制御システム研究所,マザーズ（内国株）
6233,極東産機,JASDAQ(スタンダード・内国株）
6235,オプトラン,市場第一部（内国株）
6236,ＮＣホールディングス,市場第一部（内国株）
6237,イワキポンプ,市場第一部（内国株）
6238,フリュー,市場第一部（内国株）
6239,ナガオカ,JASDAQ(スタンダード・内国株）
6240,ヤマシンフィルタ,市場第一部（内国株）
6245,ヒラノテクシード,市場第二部（内国株）
6246,テクノスマート,市場第二部（内国株）
6247,日阪製作所,市場第一部（内国株）
6248,横田製作所,JASDAQ(スタンダード・内国株）
6249,ゲームカード・ジョイコホールディングス,JASDAQ(スタンダード・内国株）
6250,やまびこ,市場第一部（内国株）
6254,野村マイクロ・サイエンス,市場第二部（内国株）
6255,エヌ・ピー・シー,マザーズ（内国株）
6257,藤商事,JASDAQ(スタンダード・内国株）
6258,平田機工,市場第一部（内国株）
6262,ペガサスミシン製造,市場第一部（内国株）
6264,マルマエ,市場第一部（内国株）
6265,妙徳,JASDAQ(スタンダード・内国株）
6266,タツモ,市場第一部（内国株）
6267,ゼネラルパッカー,JASDAQ(スタンダード・内国株）
6268,ナブテスコ,市場第一部（内国株）
6269,三井海洋開発,市場第一部（内国株）
6271,ニッセイ,市場第二部（内国株）
6272,レオン自動機,市場第一部（内国株）
6273,ＳＭＣ,市場第一部（内国株）
6276,ナビタス,JASDAQ(スタンダード・内国株）
6277,ホソカワミクロン,市場第一部（内国株）
6278,ユニオンツール,市場第一部（内国株）
6279,瑞光,市場第二部（内国株）
6281,前田製作所,JASDAQ(スタンダード・内国株）
6282,オイレス工業,市場第一部（内国株）
6284,日精エー・エス・ビー機械,市場第一部（内国株）
6286,靜甲,JASDAQ(スタンダード・内国株）
6287,サトーホールディングス,市場第一部（内国株）
